[x1 1 1 1 1],728,304,2579,3003,15
[1 x1 x1 x1 x1],456,181,517,792,12
[1 x1 1 1 1],530,241,503,792,12
[x1 1 x1 x1 x1],459,129,957,1287,13
[1 1 x1 1 1],470,188,510,792,12
[x1 x1 1 x1 x1],508,136,1630,2002,14
[1 1 1 x1 1],837,506,956,1287,13
[x1 x1 x1 1 x1],674,344,957,1287,13
[1 1 1 1 x1],456,181,517,792,12
[x1 x1 x1 x1 1],645,291,1648,2002,14
[x2 1 1 1 1],796,413,1619,2002,14
[1 x2 x2 x2 x2],728,304,2579,3003,15
[1 x2 1 1 1],459,129,957,1287,13
[x2 1 x2 x2 x2],456,181,517,792,12
[1 1 x2 1 1],590,254,951,1287,13
[x2 x2 1 x2 x2],508,136,1630,2002,14
[1 1 1 x2 1],723,394,958,1287,13
[x2 x2 x2 1 x2],461,131,957,1287,13
[1 1 1 1 x2],688,368,967,1287,13
[x2 x2 x2 x2 1],645,291,1648,2002,14
[x3 1 1 1 1],870,476,1608,2002,14
[1 x3 x3 x3 x3],741,375,1636,2002,14
[1 x3 1 1 1],359,137,240,462,11
[x3 1 x3 x3 x3],459,129,957,1287,13
[1 1 x3 1 1],582,240,945,1287,13
[x3 x3 1 x3 x3],450,186,528,792,12
[1 1 1 x3 1],729,404,962,1287,13
[x3 x3 x3 1 x3],516,152,1638,2002,14
[1 1 1 1 x3],645,291,1648,2002,14
[x3 x3 x3 x3 1],645,291,1648,2002,14
[x4 1 1 1 1],833,442,1611,2002,14
[1 x4 x4 x4 x4],728,304,2579,3003,15
[1 x4 1 1 1],288,63,237,462,11
[x4 1 x4 x4 x4],459,129,957,1287,13
[1 1 x4 1 1],452,110,945,1287,13
[x4 x4 1 x4 x4],508,136,1630,2002,14
[1 1 1 x4 1],516,152,1638,2002,14
[x4 x4 x4 1 x4],435,176,533,792,12
[1 1 1 1 x4],645,291,1648,2002,14
[x4 x4 x4 x4 1],645,291,1648,2002,14
[x5 1 1 1 1],576,191,1617,2002,14
[1 x5 x5 x5 x5],741,375,1636,2002,14
[1 x5 1 1 1],420,145,517,792,12
[x5 1 x5 x5 x5],459,129,957,1287,13
[1 1 x5 1 1],475,148,960,1287,13
[x5 x5 1 x5 x5],508,136,1630,2002,14
[1 1 1 x5 1],492,173,968,1287,13
[x5 x5 x5 1 x5],516,152,1638,2002,14
[1 1 1 1 x5],645,291,1648,2002,14
[x5 x5 x5 x5 1],427,143,1003,1287,13
[1 1 1 1 1],456,181,517,792,12
