[x1 1 1 1],30,0,96,126,9
[1 x1 x1 x1],23,2,14,35,7
[1 x1 1 1],23,2,14,35,7
[x1 1 x1 x1],28,2,44,70,8
[1 1 x1 1],30,4,44,70,8
[x1 x1 1 x1],30,0,96,126,9
[1 1 1 x1],30,4,44,70,8
[x1 x1 x1 1],30,4,44,70,8
[x2 1 1 1],15,0,20,35,7
[1 x2 x2 x2],30,0,96,126,9
[1 x2 1 1],28,2,44,70,8
[x2 1 x2 x2],14,3,4,15,6
[1 1 x2 1],23,4,16,35,7
[x2 x2 1 x2],30,0,96,126,9
[1 1 1 x2],30,4,44,70,8
[x2 x2 x2 1],23,2,14,35,7
[x3 1 1 1],28,2,44,70,8
[1 x3 x3 x3],30,0,96,126,9
[1 x3 1 1],19,1,17,35,7
[x3 1 x3 x3],28,2,44,70,8
[1 1 x3 1],30,0,96,126,9
[x3 x3 1 x3],18,0,17,35,7
[1 1 1 x3],30,4,44,70,8
[x3 x3 x3 1],21,3,17,35,7
[x4 1 1 1],32,8,46,70,8
[1 x4 x4 x4],30,0,96,126,9
[1 x4 1 1],28,2,44,70,8
[x4 1 x4 x4],28,2,44,70,8
[1 1 x4 1],25,0,45,70,8
[x4 x4 1 x4],30,0,96,126,9
[1 1 1 x4],30,4,44,70,8
[x4 x4 x4 1],19,0,16,35,7
[1 1 1 1],23,2,14,35,7
