[x1 1 1 1 1],42,3,87,126,9
[1 x1 x1 x1 x1],42,3,87,126,9
[1 x1 1 1 1],28,0,28,56,8
[x1 1 x1 x1 x1],28,0,28,56,8
[1 1 x1 1 1],75,30,417,462,11
[x1 x1 1 x1 x1],75,30,417,462,11
[1 1 1 x1 1],30,6,32,56,8
[x1 x1 x1 1 x1],30,6,32,56,8
[1 1 1 1 x1],27,0,99,126,9
[x1 x1 x1 x1 1],27,0,99,126,9
[x2 1 1 1 1],42,3,87,126,9
[1 x2 x2 x2 x2],42,3,87,126,9
[1 x2 1 1 1],28,0,28,56,8
[x2 1 x2 x2 x2],28,0,28,56,8
[1 1 x2 1 1],75,30,417,462,11
[x2 x2 1 x2 x2],75,30,417,462,11
[1 1 1 x2 1],30,6,32,56,8
[x2 x2 x2 1 x2],30,6,32,56,8
[1 1 1 1 x2],27,0,99,126,9
[x2 x2 x2 x2 1],27,0,99,126,9
[x3 1 1 1 1],42,3,87,126,9
[1 x3 x3 x3 x3],42,3,87,126,9
[1 x3 1 1 1],28,0,28,56,8
[x3 1 x3 x3 x3],28,0,28,56,8
[1 1 x3 1 1],42,1,211,252,10
[x3 x3 1 x3 x3],42,1,211,252,10
[1 1 1 x3 1],30,6,32,56,8
[x3 x3 x3 1 x3],30,6,32,56,8
[1 1 1 1 x3],55,32,33,56,8
[x3 x3 x3 x3 1],27,4,33,56,8
[x4 1 1 1 1],42,3,87,126,9
[1 x4 x4 x4 x4],42,3,87,126,9
[1 x4 1 1 1],28,0,28,56,8
[x4 1 x4 x4 x4],28,0,28,56,8
[1 1 x4 1 1],75,30,417,462,11
[x4 x4 1 x4 x4],75,30,417,462,11
[1 1 1 x4 1],30,6,32,56,8
[x4 x4 x4 1 x4],30,6,32,56,8
[1 1 1 1 x4],27,0,99,126,9
[x4 x4 x4 x4 1],27,0,99,126,9
[x5 1 1 1 1],34,3,25,56,8
[1 x5 x5 x5 x5],42,3,87,126,9
[1 x5 1 1 1],28,0,28,56,8
[x5 1 x5 x5 x5],28,0,28,56,8
[1 1 x5 1 1],42,1,211,252,10
[x5 x5 1 x5 x5],66,28,214,252,10
[1 1 1 x5 1],20,3,4,21,7
[x5 x5 x5 1 x5],30,6,32,56,8
[1 1 1 1 x5],55,32,33,56,8
[x5 x5 x5 x5 1],36,16,36,56,8
[1 1 1 1 1],6,0,0,6,6
